text,label,template
"কিডনি রোগী হিসেবে বলছি, গতকাল থেকে পা ও গোড়ালি ফুলে আছে",YELLOW,bn:{t}পা ও গোড়ালি ফুলে আছে
"My doctor said I have reduced kidney function and I have a sudden severe headache, the worst one of my life this morning",RED,"en:I have a sudden severe headache, the worst one of my life {t}"
I had a kidney transplant last year and my eyes are puffy in the mornings this morning,YELLOW,en:my eyes are puffy in the mornings {t}
There's blood when I pee for the last two days,RED,en:there's blood when I pee {t}
My doctor said I have reduced kidney function and my urine looks foamy for a few days now,YELLOW,en:my urine looks foamy {t}
"আমি ডায়ালাইসিস নিচ্ছি, আজ সকাল থেকে খুব দুর্বল লাগছে",YELLOW,bn:{t}খুব দুর্বল লাগছে
"Please, I'd like to request a refill of my blood pressure medication",GREEN,en:I'd like to request a refill of my blood pressure medication
"আমার কিডনির কার্যক্ষমতা কমে গেছে, আজ সকাল থেকে হালকা জ্বর এসেছে",YELLOW,bn:{t}হালকা জ্বর এসেছে
"My doctor said I have reduced kidney function and I have a sudden severe headache, the worst one of my life since this afternoon",RED,"en:I have a sudden severe headache, the worst one of my life {t}"
I have CKD and I have some abdominal pain since last night,YELLOW,en:I have some abdominal pain {t}
I had a kidney transplant last year and I'm extremely drowsy and can barely stay awake for the last two days,RED,en:I'm extremely drowsy and can barely stay awake {t}
My doctor said I have reduced kidney function and my ankles leave a dent when I press them since this afternoon,YELLOW,en:my ankles leave a dent when I press them {t}
I have stage 3 kidney disease and I passed out since this afternoon,RED,en:I passed out {t}
Quick question - can I book an appointment for next Monday?,GREEN,en:can I book an appointment for next Monday?
"কিডনি রোগী হিসেবে বলছি, গতকাল থেকে বুকে চাপ লাগছে",RED,bn:{t}বুকে চাপ লাগছে
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কয়েকদিন ধরে খিঁচুনি হয়েছে",RED,bn:{t}খিঁচুনি হয়েছে
I have stage 3 kidney disease and I passed out since yesterday,RED,en:I passed out {t}
I have stage 3 kidney disease and I'm extremely drowsy and can barely stay awake over the past week,RED,en:I'm extremely drowsy and can barely stay awake {t}
"কিডনি রোগী হিসেবে বলছি, গতকাল থেকে প্রস্রাবে ফেনা হচ্ছে",YELLOW,bn:{t}প্রস্রাবে ফেনা হচ্ছে
"As a kidney patient, my urine smells different than usual since yesterday",YELLOW,en:my urine smells different than usual {t}
My doctor said I have reduced kidney function and I've been vomiting blood for a few days now,RED,en:I've been vomiting blood {t}
I've been short of breath since last night,RED,en:I've been short of breath {t}
I had a kidney transplant last year and I think I had a seizure over the past week,RED,en:I think I had a seizure {t}
"Please, can I eat tomatoes with my condition?",GREEN,en:can I eat tomatoes with my condition?
"দয়া করে জানাবেন, বিল কি অনলাইনে দেওয়া যাবে?",GREEN,bn:বিল কি অনলাইনে দেওয়া যাবে?
I have CKD and I have a mild headache since this afternoon,YELLOW,en:I have a mild headache {t}
I'm on dialysis and I've been urinating less than usual since last night,YELLOW,en:I've been urinating less than usual {t}
I have stage 3 kidney disease and I've been really itchy all over since this afternoon,YELLOW,en:I've been really itchy all over {t}
I'm on dialysis and I'm peeing much less than before this morning,YELLOW,en:I'm peeing much less than before {t}
I'm on dialysis and I feel severely confused since last night,RED,en:I feel severely confused {t}
"Hi, how do I sign up for the patient portal?",GREEN,en:how do I sign up for the patient portal?
শ্বাস নিতে খুব কষ্ট হচ্ছে,RED,bn:{t}শ্বাস নিতে খুব কষ্ট হচ্ছে
My doctor said I have reduced kidney function and I noticed blood in my urine since yesterday,RED,en:I noticed blood in my urine {t}
I had a kidney transplant last year and my urine has turned dark like cola and I feel terrible over the past week,RED,en:my urine has turned dark like cola and I feel terrible {t}
I had a kidney transplant last year and my abdominal pain is severe and I also have a high fever for a few days now,RED,en:my abdominal pain is severe and I also have a high fever {t}
I feel severely confused since yesterday,RED,en:I feel severely confused {t}
I have CKD and I have some discomfort around my kidneys since this afternoon,YELLOW,en:I have some discomfort around my kidneys {t}
I have CKD and my hands and feet feel swollen for a few days now,YELLOW,en:my hands and feet feel swollen {t}
My urine has turned dark like cola and I feel terrible over the past week,RED,en:my urine has turned dark like cola and I feel terrible {t}
I had a kidney transplant last year and I've had a headache on and off for a few days now,YELLOW,en:I've had a headache on and off {t}
Quick question - is a bit of an upset stomach after meals normal for my condition?,GREEN,en:is a bit of an upset stomach after meals normal for my condition?
I have CKD and blood is coming through my urine for a few days now,RED,en:blood is coming through my urine {t}
My doctor said I have reduced kidney function and I have mild abdominal discomfort for the last two days,YELLOW,en:I have mild abdominal discomfort {t}
Can I book an appointment for next Monday?,GREEN,en:can I book an appointment for next Monday?
কাল রাত থেকে দম বন্ধ হয়ে আসছে,RED,bn:{t}দম বন্ধ হয়ে আসছে
"Good morning, is a bit of an upset stomach after meals normal for my condition?",GREEN,en:is a bit of an upset stomach after meals normal for my condition?
"Since my kidney stone, I passed out since yesterday",RED,en:I passed out {t}
"Please, when is my next follow-up scheduled?",GREEN,en:when is my next follow-up scheduled?
I'm on dialysis and I have a mild fever over the past week,YELLOW,en:I have a mild fever {t}
"Hi, should I bring my previous reports to the appointment?",GREEN,en:should I bring my previous reports to the appointment?
My doctor said I have reduced kidney function and I'm not urinating as much as I used to since last night,YELLOW,en:I'm not urinating as much as I used to {t}
I have stage 3 kidney disease and I have severe pain in my side with a high fever and shaking chills for a few days now,RED,en:I have severe pain in my side with a high fever and shaking chills {t}
"Since my kidney stone, my back is hurting near my kidneys over the past week",YELLOW,en:my back is hurting near my kidneys {t}
I had a kidney transplant last year and I've had a headache on and off this morning,YELLOW,en:I've had a headache on and off {t}
"As a kidney patient, I can't breathe properly since yesterday",RED,en:I can't breathe properly {t}
"Good morning, do I need to fast before my blood test?",GREEN,en:do I need to fast before my blood test?
My urine looks foamy over the past week,YELLOW,en:my urine looks foamy {t}
I have stage 3 kidney disease and I've been peeing blood since this afternoon,RED,en:I've been peeing blood {t}
"আমি ডায়ালাইসিস নিচ্ছি, দুই দিন ধরে হঠাৎ তীব্র মাথাব্যথা শুরু হয়েছে",RED,bn:{t}হঠাৎ তীব্র মাথাব্যথা শুরু হয়েছে
"Since my kidney stone, my heartbeat feels irregular and I'm very weak and dizzy over the past week",RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
My doctor said I have reduced kidney function and blood is coming through my urine since last night,RED,en:blood is coming through my urine {t}
"Hello, I get a mild headache sometimes, is that anything to worry about?",GREEN,"en:I get a mild headache sometimes, is that anything to worry about?"
I had a kidney transplant last year and I can't breathe properly since this afternoon,RED,en:I can't breathe properly {t}
I'm on dialysis and I have some abdominal cramping for a few days now,YELLOW,en:I have some abdominal cramping {t}
I had a kidney transplant last year and I have severe pain in my side with a high fever and shaking chills since this afternoon,RED,en:I have severe pain in my side with a high fever and shaking chills {t}
I'm on dialysis and my urination has decreased since yesterday,YELLOW,en:my urination has decreased {t}
"Hello, can I pay my bill online?",GREEN,en:can I pay my bill online?
