text,label,template
I'm on dialysis and I can't breathe properly since last night,RED,en:I can't breathe properly {t}
I cannot empty my bladder for the last two days,RED,en:I cannot empty my bladder {t}
My side hurts near where my kidney is since this afternoon,YELLOW,en:my side hurts near where my kidney is {t}
"Hello, is brown rice okay for my diet?",GREEN,en:is brown rice okay for my diet?
"Hi, can I take paracetamol for a mild headache?",GREEN,en:can I take paracetamol for a mild headache?
I have stage 3 kidney disease and I am so swollen that I cannot sleep lying down for the last two days,RED,en:I am so swollen that I cannot sleep lying down {t}
"As a kidney patient, I am too weak to stand up since this afternoon",RED,en:I am too weak to stand up {t}
"As a kidney patient, I've been peeing blood over the past week",RED,en:I've been peeing blood {t}
I had a kidney transplant last year and nothing comes out when I try to pee over the past week,RED,en:nothing comes out when I try to pee {t}
I have stage 3 kidney disease and there is pressure across my chest this morning,RED,en:there is pressure across my chest {t}
I have CKD and my ankles leave a dent when I press them for a few days now,YELLOW,en:my ankles leave a dent when I press them {t}
Quick question - can I book an appointment for next Monday?,GREEN,en:can I book an appointment for next Monday?
I had a kidney transplant last year and my urination has decreased for a few days now,YELLOW,en:my urination has decreased {t}
I have stage 3 kidney disease and I have a headache this morning,YELLOW,en:I have a headache {t}
I'm on dialysis and I have a headache since yesterday,YELLOW,en:I have a headache {t}
I had a kidney transplant last year and I've been short of breath this morning,RED,en:I've been short of breath {t}
"Please, can I take paracetamol for a mild headache?",GREEN,en:can I take paracetamol for a mild headache?
"কিডনি রোগী হিসেবে বলছি, মাথা ঘোরাচ্ছে",YELLOW,bn:{t}মাথা ঘোরাচ্ছে
I'm on dialysis and I passed out for the last two days,RED,en:I passed out {t}
"Since my kidney stone, my heartbeat feels irregular and I'm very weak and dizzy for the last two days",RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
"Hello, is the pharmacy open after 6 pm?",GREEN,en:is the pharmacy open after 6 pm?
My doctor said I have reduced kidney function and I'm peeing much less than before since yesterday,YELLOW,en:I'm peeing much less than before {t}
Is brown rice okay for my diet?,GREEN,en:is brown rice okay for my diet?
My doctor said I have reduced kidney function and my ankles puff up by the evening over the past week,YELLOW,en:my ankles puff up by the evening {t}
কয়েকদিন ধরে খেতে ইচ্ছে করছে না,YELLOW,bn:{t}খেতে ইচ্ছে করছে না
I have stage 3 kidney disease and I have some abdominal pain over the past week,YELLOW,en:I have some abdominal pain {t}
আজ সকাল থেকে মুখ ফুলে গেছে,YELLOW,bn:{t}মুখ ফুলে গেছে
I had a kidney transplant last year and I can't breathe properly this morning,RED,en:I can't breathe properly {t}
I'm on dialysis and I am passing dark red urine over the past week,RED,en:I am passing dark red urine {t}
My ankles leave a dent when I press them since yesterday,YELLOW,en:my ankles leave a dent when I press them {t}
I get breathless just walking across the room for a few days now,RED,en:I get breathless just walking across the room {t}
I'm on dialysis and my face looks puffy for the last two days,YELLOW,en:my face looks puffy {t}
I have stage 3 kidney disease and I can't breathe properly since yesterday,RED,en:I can't breathe properly {t}
I'm on dialysis and my abdominal pain is severe and I also have a high fever this morning,RED,en:my abdominal pain is severe and I also have a high fever {t}
"Hello, does the clinic open on weekends?",GREEN,en:does the clinic open on weekends?
I had a kidney transplant last year and my urine output seems lower than normal over the past week,YELLOW,en:my urine output seems lower than normal {t}
"Since my kidney stone, I've been throwing up nonstop and can't keep any water down since yesterday",RED,en:I've been throwing up nonstop and can't keep any water down {t}
My doctor said I have reduced kidney function and my stomach has been hurting a little since this afternoon,YELLOW,en:my stomach has been hurting a little {t}
I have CKD and I've been short of breath since this afternoon,RED,en:I've been short of breath {t}
"As a kidney patient, I pass water less often than I used to since last night",YELLOW,en:I pass water less often than I used to {t}
"Good morning, is there parking available at the clinic?",GREEN,en:is there parking available at the clinic?
I had a kidney transplant last year and I think I had a seizure for a few days now,RED,en:I think I had a seizure {t}
"কিডনি রোগী হিসেবে বলছি, গতকাল থেকে হঠাৎ তীব্র মাথাব্যথা শুরু হয়েছে",RED,bn:{t}হঠাৎ তীব্র মাথাব্যথা শুরু হয়েছে
I had a kidney transplant last year and I've had a headache on and off since yesterday,YELLOW,en:I've had a headache on and off {t}
I'm going to the bathroom less often this morning,YELLOW,en:I'm going to the bathroom less often {t}
"As a kidney patient, I have felt feverish for a few days now",YELLOW,en:I have felt feverish {t}
My urine has an unusual smell over the past week,YELLOW,en:my urine has an unusual smell {t}
I'm on dialysis and I'm not urinating as much as I used to for the last two days,YELLOW,en:I'm not urinating as much as I used to {t}
I have stage 3 kidney disease and I am badly out of breath for the last two days,RED,en:I am badly out of breath {t}
I had a kidney transplant last year and I have severe pain in my side with a high fever and shaking chills over the past week,RED,en:I have severe pain in my side with a high fever and shaking chills {t}
"কিডনি রোগী হিসেবে বলছি, গতকাল থেকে মাথা ঘোরাচ্ছে",YELLOW,bn:{t}মাথা ঘোরাচ্ছে
I have CKD and I've been sleeping badly and feel restless for a few days now,YELLOW,en:I've been sleeping badly and feel restless {t}
My doctor said I have reduced kidney function and food does not taste right for the last two days,YELLOW,en:food does not taste right {t}
"Hi, how long does a routine checkup usually take?",GREEN,en:how long does a routine checkup usually take?
I'm not urinating as much as I used to since last night,YELLOW,en:I'm not urinating as much as I used to {t}
"Good morning, which foods are high in potassium that I should avoid?",GREEN,en:which foods are high in potassium that I should avoid?
I have stage 3 kidney disease and I cannot empty my bladder since last night,RED,en:I cannot empty my bladder {t}
I had a kidney transplant last year and I've been vomiting blood this morning,RED,en:I've been vomiting blood {t}
"Since my kidney stone, I have severe abdominal pain that won't go away for the last two days",RED,en:I have severe abdominal pain that won't go away {t}
"Since my kidney stone, I am too weak to stand up since yesterday",RED,en:I am too weak to stand up {t}
I have stage 3 kidney disease and I noticed blood in my urine over the past week,RED,en:I noticed blood in my urine {t}
I had a kidney transplant last year and I have severe pain in my side with a high fever and shaking chills this morning,RED,en:I have severe pain in my side with a high fever and shaking chills {t}
What documents do I need for my next visit?,GREEN,en:what documents do I need for my next visit?
কলা খেতে পারব কি?,GREEN,bn:কলা খেতে পারব কি?
I have stage 3 kidney disease and I've noticed a strange odor in my urine this morning,YELLOW,en:I've noticed a strange odor in my urine {t}
There's blood when I pee this morning,RED,en:there's blood when I pee {t}
I'm on dialysis and I've been throwing up nonstop and can't keep any water down for a few days now,RED,en:I've been throwing up nonstop and can't keep any water down {t}
My doctor said I have reduced kidney function and my urine smells different than usual since this afternoon,YELLOW,en:my urine smells different than usual {t}
I have CKD and my stomach has been hurting a little over the past week,YELLOW,en:my stomach has been hurting a little {t}
"Since my kidney stone, I'm having chest pain since this afternoon",RED,en:I'm having chest pain {t}
My doctor said I have reduced kidney function and I've gained a few kilos for the last two days and feel bloated,YELLOW,en:I've gained a few kilos {t} and feel bloated
"Please, how long does a routine checkup usually take?",GREEN,en:how long does a routine checkup usually take?
"Hello, can I reschedule my lab test to the morning?",GREEN,en:can I reschedule my lab test to the morning?
হালকা জ্বর এসেছে,YELLOW,bn:{t}হালকা জ্বর এসেছে
I had a kidney transplant last year and I've been really itchy all over this morning,YELLOW,en:I've been really itchy all over {t}
"দয়া করে জানাবেন, প্রেসক্রিপশনের একটি কপি পাঠাতে পারবেন?",GREEN,bn:প্রেসক্রিপশনের একটি কপি পাঠাতে পারবেন?
I'm on dialysis and I feel dizzy when I stand up since yesterday,YELLOW,en:I feel dizzy when I stand up {t}
I have no urine output for the last two days,RED,en:I have no urine output {t}
"As a kidney patient, my urine is the colour of blood since yesterday",RED,en:my urine is the colour of blood {t}
কয়েকদিন ধরে প্রস্রাব হচ্ছে না,RED,bn:{t}প্রস্রাব হচ্ছে না
"আসসালামু আলাইকুম, ব্যায়াম করা কি আমার জন্য নিরাপদ?",GREEN,bn:ব্যায়াম করা কি আমার জন্য নিরাপদ?
I'm on dialysis and I have some abdominal cramping since this afternoon,YELLOW,en:I have some abdominal cramping {t}
একটা প্রশ্ন ছিল - ভাত কতটুকু খাওয়া যাবে?,GREEN,bn:ভাত কতটুকু খাওয়া যাবে?
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কয়েকদিন ধরে পা ফুলে যাচ্ছে",YELLOW,bn:{t}পা ফুলে যাচ্ছে
I have stage 3 kidney disease and my skin itches badly this morning,YELLOW,en:my skin itches badly {t}
My doctor said I have reduced kidney function and I can't breathe properly this morning,RED,en:I can't breathe properly {t}
"As a kidney patient, not peeing much lately, is that normal?",YELLOW,"en:not peeing much lately, is that normal?"
I have CKD and I have severe pain in my side with a high fever and shaking chills this morning,RED,en:I have severe pain in my side with a high fever and shaking chills {t}
গতকাল থেকে মুখ ফুলে গেছে,YELLOW,bn:{t}মুখ ফুলে গেছে
"As a kidney patient, I'm going to the bathroom less often over the past week",YELLOW,en:I'm going to the bathroom less often {t}
I'm on dialysis and my legs are hugely swollen and now it's hard to lie flat since yesterday,RED,en:my legs are hugely swollen and now it's hard to lie flat {t}
"Hi, I get a mild headache sometimes, is that anything to worry about?",GREEN,"en:I get a mild headache sometimes, is that anything to worry about?"
I had a kidney transplant last year and I've been short of breath since this afternoon,RED,en:I've been short of breath {t}
I have not been able to pee for the last two days,RED,en:I have not been able to pee {t}
I pass water less often than I used to since yesterday,YELLOW,en:I pass water less often than I used to {t}
My stomach feels bloated after meals since yesterday,YELLOW,en:my stomach feels bloated after meals {t}
"Hi, what time is my dialysis session tomorrow?",GREEN,en:what time is my dialysis session tomorrow?
"Please, is the pharmacy open after 6 pm?",GREEN,en:is the pharmacy open after 6 pm?
I had a kidney transplant last year and my face is puffy in the mornings for the last two days,YELLOW,en:my face is puffy in the mornings {t}
"Please, how do I sign up for the patient portal?",GREEN,en:how do I sign up for the patient portal?
"Good morning, do I need to fast before my blood test?",GREEN,en:do I need to fast before my blood test?
দুই দিন ধরে খুব ক্লান্ত লাগছে,YELLOW,bn:{t}খুব ক্লান্ত লাগছে
I had a kidney transplant last year and there is red in the toilet after I pee for the last two days,RED,en:there is red in the toilet after I pee {t}
I have CKD and I have a headache for a few days now,YELLOW,en:I have a headache {t}
"Since my kidney stone, this is the worst headache I've ever had since last night",RED,en:this is the worst headache I've ever had {t}
"Hi, do I need to fast before my blood test?",GREEN,en:do I need to fast before my blood test?
I have stage 3 kidney disease and I have crushing pain spreading to my arm and jaw,RED,en:I have crushing pain spreading to my arm and jaw
Quick question - how much salt is safe for me per day?,GREEN,en:how much salt is safe for me per day?
"Since my kidney stone, I've had a dull headache and feel a bit off for a few days now",YELLOW,en:I've had a dull headache and feel a bit off {t}
"As a kidney patient, I'm not urinating as much as I used to since this afternoon",YELLOW,en:I'm not urinating as much as I used to {t}
"As a kidney patient, my blood pressure reads dangerously high with a pounding headache and blurry vision",RED,en:my blood pressure reads dangerously high with a pounding headache and blurry vision
My doctor said I have reduced kidney function and I've had a headache on and off since yesterday,YELLOW,en:I've had a headache on and off {t}
My face looks puffy since last night,YELLOW,en:my face looks puffy {t}
I have some discomfort around my kidneys over the past week,YELLOW,en:I have some discomfort around my kidneys {t}
I'm extremely drowsy and can barely stay awake over the past week,RED,en:I'm extremely drowsy and can barely stay awake {t}
"কিডনি রোগী হিসেবে বলছি, দুই দিন ধরে খুব দুর্বল লাগছে",YELLOW,bn:{t}খুব দুর্বল লাগছে
I had a kidney transplant last year and my urine has turned dark like cola and I feel terrible for a few days now,RED,en:my urine has turned dark like cola and I feel terrible {t}
I had a kidney transplant last year and I noticed blood in my urine since this afternoon,RED,en:I noticed blood in my urine {t}
My doctor said I have reduced kidney function and I have felt feverish this morning,YELLOW,en:I have felt feverish {t}
My doctor said I have reduced kidney function and my ankles leave a dent when I press them for the last two days,YELLOW,en:my ankles leave a dent when I press them {t}
I had a kidney transplant last year and I have flank pain since yesterday,YELLOW,en:I have flank pain {t}
I have CKD and food does not taste right this morning,YELLOW,en:food does not taste right {t}
"আমি ডায়ালাইসিস নিচ্ছি, আজ সকাল থেকে প্রস্রাব করতে পারছি না",RED,bn:{t}প্রস্রাব করতে পারছি না
ওষুধ কি খাবারের আগে না পরে খাব?,GREEN,bn:ওষুধ কি খাবারের আগে না পরে খাব?
I have stage 3 kidney disease and my urine has an unusual smell for the last two days,YELLOW,en:my urine has an unusual smell {t}
I have CKD and my eyes are puffy in the mornings since yesterday,YELLOW,en:my eyes are puffy in the mornings {t}
My doctor said I have reduced kidney function and I can't breathe properly since last night,RED,en:I can't breathe properly {t}
"As a kidney patient, I have heavy bleeding that won't stop since yesterday",RED,en:I have heavy bleeding that won't stop {t}
"I have CKD and I have a sudden severe headache, the worst one of my life for a few days now",RED,"en:I have a sudden severe headache, the worst one of my life {t}"
"Since my kidney stone, I've had muscle cramps since last night",YELLOW,en:I've had muscle cramps {t}
"Good morning, is a bit of an upset stomach after meals normal for my condition?",GREEN,en:is a bit of an upset stomach after meals normal for my condition?
"Please, which foods are high in potassium that I should avoid?",GREEN,en:which foods are high in potassium that I should avoid?
I have CKD and my blood pressure has been higher than usual since yesterday,YELLOW,en:my blood pressure has been higher than usual {t}
I'm on dialysis and blood is coming through my urine since yesterday,RED,en:blood is coming through my urine {t}
My doctor said I have reduced kidney function and I have a headache for the last two days,YELLOW,en:I have a headache {t}
My doctor said I have reduced kidney function and I am badly out of breath for a few days now,RED,en:I am badly out of breath {t}
I noticed blood in my urine over the past week,RED,en:I noticed blood in my urine {t}
"Hi, can I drink coffee on my dialysis days?",GREEN,en:can I drink coffee on my dialysis days?
I'm on dialysis and my urine looks foamy since this afternoon,YELLOW,en:my urine looks foamy {t}
I had a kidney transplant last year and nothing comes out when I try to pee this morning,RED,en:nothing comes out when I try to pee {t}
"Hello, I have a mild stomach ache after eating spicy food, is that normal?",GREEN,"en:I have a mild stomach ache after eating spicy food, is that normal?"
রক্ত বমি হচ্ছে,RED,bn:{t}রক্ত বমি হচ্ছে
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কাল রাত থেকে খুব দুর্বল লাগছে",YELLOW,bn:{t}খুব দুর্বল লাগছে
How much salt is safe for me per day?,GREEN,en:how much salt is safe for me per day?
I had a kidney transplant last year and I pass water less often than I used to for the last two days,YELLOW,en:I pass water less often than I used to {t}
I have stage 3 kidney disease and I've been feeling very tired and weak since last night,YELLOW,en:I've been feeling very tired and weak {t}
"দয়া করে জানাবেন, দিনে কতটুকু লবণ খাওয়া নিরাপদ?",GREEN,bn:দিনে কতটুকু লবণ খাওয়া নিরাপদ?
"Hello, how do I sign up for the patient portal?",GREEN,en:how do I sign up for the patient portal?
"Since my kidney stone, I have no urine output since yesterday",RED,en:I have no urine output {t}
My doctor said I have reduced kidney function and I have a mild fever since this afternoon,YELLOW,en:I have a mild fever {t}
My stomach has been hurting a little for a few days now,YELLOW,en:my stomach has been hurting a little {t}
কাল রাত থেকে শ্বাসকষ্ট হচ্ছে,RED,bn:{t}শ্বাসকষ্ট হচ্ছে
I'm on dialysis and I brought up blood since yesterday,RED,en:I brought up blood {t}
"As a kidney patient, my hands and feet feel swollen over the past week",YELLOW,en:my hands and feet feel swollen {t}
My doctor said I have reduced kidney function and blood is coming through my urine since this afternoon,RED,en:blood is coming through my urine {t}
"Hi, should I bring my previous reports to the appointment?",GREEN,en:should I bring my previous reports to the appointment?
"আমার কিডনি রোগ আছে, আজ সকাল থেকে পেটে হালকা ব্যথা",YELLOW,bn:{t}পেটে হালকা ব্যথা
My chest feels squeezed since this afternoon,RED,en:my chest feels squeezed {t}
"Since my kidney stone, my family said I was unresponsive for the last two days",RED,en:my family said I was unresponsive {t}
My doctor said I have reduced kidney function and I've been vomiting blood for a few days now,RED,en:I've been vomiting blood {t}
When is my next follow-up scheduled?,GREEN,en:when is my next follow-up scheduled?
"আসসালামু আলাইকুম, ওষুধ খাওয়ার নিয়ম কী?",GREEN,bn:ওষুধ খাওয়ার নিয়ম কী?
I have stage 3 kidney disease and my face is puffy in the mornings since this afternoon,YELLOW,en:my face is puffy in the mornings {t}
I have a mild headache since yesterday,YELLOW,en:I have a mild headache {t}
I'm on dialysis and I've been short of breath this morning,RED,en:I've been short of breath {t}
My doctor said I have reduced kidney function and my chest feels tight and heavy for the last two days,RED,en:my chest feels tight and heavy {t}
"As a kidney patient, I have a nagging ache in my side since last night",YELLOW,en:I have a nagging ache in my side {t}
Do I need to fast before my blood test?,GREEN,en:do I need to fast before my blood test?
"Since my kidney stone, I have had no energy at all since yesterday",YELLOW,en:I have had no energy at all {t}
I have stage 3 kidney disease and my family said I was unresponsive this morning,RED,en:my family said I was unresponsive {t}
"Since my kidney stone, I've been urinating less than usual for the last two days",YELLOW,en:I've been urinating less than usual {t}
"Since my kidney stone, my side hurts near where my kidney is for a few days now",YELLOW,en:my side hurts near where my kidney is {t}
"Hello, is it safe for me to exercise at the gym?",GREEN,en:is it safe for me to exercise at the gym?
"কিডনি রোগী হিসেবে বলছি, সারা শরীর চুলকাচ্ছে",YELLOW,bn:{t}সারা শরীর চুলকাচ্ছে
"দয়া করে জানাবেন, ব্যায়াম করা কি আমার জন্য নিরাপদ?",GREEN,bn:ব্যায়াম করা কি আমার জন্য নিরাপদ?
I have stage 3 kidney disease and my chest feels squeezed since this afternoon,RED,en:my chest feels squeezed {t}
"As a kidney patient, my heartbeat feels irregular and I'm very weak and dizzy since last night",RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
"Hello, can you send me a copy of my prescription?",GREEN,en:can you send me a copy of my prescription?
"Hello, thank you for the help during my last visit",GREEN,en:thank you for the help during my last visit
My doctor said I have reduced kidney function and my family said I was unresponsive since this afternoon,RED,en:my family said I was unresponsive {t}
I have stage 3 kidney disease and I cannot empty my bladder since yesterday,RED,en:I cannot empty my bladder {t}
I have stage 3 kidney disease and I have a nagging ache in my side over the past week,YELLOW,en:I have a nagging ache in my side {t}
I have stage 3 kidney disease and my heartbeat feels irregular and I'm very weak and dizzy for a few days now,RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
কাল রাত থেকে হঠাৎ তীব্র মাথাব্যথা শুরু হয়েছে,RED,bn:{t}হঠাৎ তীব্র মাথাব্যথা শুরু হয়েছে
I had a kidney transplant last year and my eyes are puffy in the mornings for a few days now,YELLOW,en:my eyes are puffy in the mornings {t}
I'm on dialysis and I noticed blood in my urine for a few days now,RED,en:I noticed blood in my urine {t}
My doctor said I have reduced kidney function and I feel dizzy when I stand up since yesterday,YELLOW,en:I feel dizzy when I stand up {t}
I'm on dialysis and I've had muscle cramps since last night,YELLOW,en:I've had muscle cramps {t}
"আসসালামু আলাইকুম, ডায়ালাইসিসের সময় কখন?",GREEN,bn:ডায়ালাইসিসের সময় কখন?
"Since my kidney stone, I'm going to the bathroom less often for the last two days",YELLOW,en:I'm going to the bathroom less often {t}
I've been really itchy all over for the last two days,YELLOW,en:I've been really itchy all over {t}
My doctor said I have reduced kidney function and my heartbeat feels irregular and I'm very weak and dizzy for a few days now,RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
I had a kidney transplant last year and there is pressure across my chest for the last two days,RED,en:there is pressure across my chest {t}
গতকাল থেকে পা ও গোড়ালি ফুলে আছে,YELLOW,bn:{t}পা ও গোড়ালি ফুলে আছে
I have CKD and I noticed blood in my urine since last night,RED,en:I noticed blood in my urine {t}
Quick question - how many cups of fluid can I have daily?,GREEN,en:how many cups of fluid can I have daily?
Is there parking available at the clinic?,GREEN,en:is there parking available at the clinic?
I have no urine output over the past week,RED,en:I have no urine output {t}
I've gained a few kilos since last night and feel bloated,YELLOW,en:I've gained a few kilos {t} and feel bloated
একটা প্রশ্ন ছিল - পরের সপ্তাহে অ্যাপয়েন্টমেন্ট পরিবর্তন করতে চাই,GREEN,bn:পরের সপ্তাহে অ্যাপয়েন্টমেন্ট পরিবর্তন করতে চাই
I have stage 3 kidney disease and I have severe pain in my side with a high fever and shaking chills for a few days now,RED,en:I have severe pain in my side with a high fever and shaking chills {t}
"Since my kidney stone, this is the worst headache I've ever had for the last two days",RED,en:this is the worst headache I've ever had {t}
"Since my kidney stone, my urine looks foamy over the past week",YELLOW,en:my urine looks foamy {t}
I had a kidney transplant last year and my hands and feet feel swollen over the past week,YELLOW,en:my hands and feet feel swollen {t}
My doctor said I have reduced kidney function and I've been peeing blood since last night,RED,en:I've been peeing blood {t}
ভাত কতটুকু খাওয়া যাবে?,GREEN,bn:ভাত কতটুকু খাওয়া যাবে?
I have stage 3 kidney disease and I'm extremely drowsy and can barely stay awake since last night,RED,en:I'm extremely drowsy and can barely stay awake {t}
I have CKD and I've been urinating less than usual for a few days now,YELLOW,en:I've been urinating less than usual {t}
I had a kidney transplant last year and I am badly out of breath for a few days now,RED,en:I am badly out of breath {t}
I had a kidney transplant last year and I am too weak to stand up since this afternoon,RED,en:I am too weak to stand up {t}
"Hello, what documents do I need for my next visit?",GREEN,en:what documents do I need for my next visit?
I'm on dialysis and I have had no energy at all for a few days now,YELLOW,en:I have had no energy at all {t}
I get cramp in my legs at night this morning,YELLOW,en:I get cramp in my legs at night {t}
I'm on dialysis and I brought up blood over the past week,RED,en:I brought up blood {t}
My doctor said I have reduced kidney function and I brought up blood over the past week,RED,en:I brought up blood {t}
My abdominal pain is severe and I also have a high fever since yesterday,RED,en:my abdominal pain is severe and I also have a high fever {t}
Quick question - can I get my flu vaccination at the clinic?,GREEN,en:can I get my flu vaccination at the clinic?
"As a kidney patient, I haven't passed any urine for a few days now",RED,en:I haven't passed any urine {t}
"Since my kidney stone, I have no urine output for a few days now",RED,en:I have no urine output {t}
কাল রাত থেকে মুখ ফুলে গেছে,YELLOW,bn:{t}মুখ ফুলে গেছে
সারা শরীর চুলকাচ্ছে,YELLOW,bn:{t}সারা শরীর চুলকাচ্ছে
Quick question - are my last lab results available yet?,GREEN,en:are my last lab results available yet?
I have CKD and I have some discomfort around my kidneys since last night,YELLOW,en:I have some discomfort around my kidneys {t}
আজ সকাল থেকে মাথা ঘোরাচ্ছে,YELLOW,bn:{t}মাথা ঘোরাচ্ছে
আজ সকাল থেকে দম বন্ধ হয়ে আসছে,RED,bn:{t}দম বন্ধ হয়ে আসছে
"Since my kidney stone, I have a sudden severe headache, the worst one of my life since yesterday",RED,"en:I have a sudden severe headache, the worst one of my life {t}"
Quick question - is there wheelchair access at the entrance?,GREEN,en:is there wheelchair access at the entrance?
My doctor said I have reduced kidney function and I have a nagging ache in my side this morning,YELLOW,en:I have a nagging ache in my side {t}
I have stage 3 kidney disease and my chest feels squeezed since last night,RED,en:my chest feels squeezed {t}
"Hi, can I reschedule my lab test to the morning?",GREEN,en:can I reschedule my lab test to the morning?
I had a kidney transplant last year and I have been sleeping badly for the last two days,YELLOW,en:I have been sleeping badly {t}
I passed out for the last two days,RED,en:I passed out {t}
I have stage 3 kidney disease and my abdominal pain is severe and I also have a high fever since yesterday,RED,en:my abdominal pain is severe and I also have a high fever {t}
"আমি ডায়ালাইসিস নিচ্ছি, দুই দিন ধরে বুকে ব্যথা করছে",RED,bn:{t}বুকে ব্যথা করছে
